submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,can_children_observe_deterioration_of_basic_services_of_school,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
5191763693404160,3/22/2021,Female,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,no,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
5344768459800576,6/2/2021,Female,16-25,"City,Metropolitian",notenoughfood,Prefer_not_to_say,Student,Distrito Federal,1-2days,sometimes,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
4743973808898048,3/14/2021,Female,26-35,Rural,food_nothingelse,diploma_degreecompleted,Housework,Distrito Federal,No,yes,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
5751881061367808,3/13/2021,Male,36-45,Rural,Prefer not to answer,Univ_college_degree_completed,PartTime,Distrito Federal,No,sometimes,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
6147449885556736,3/26/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Housework,Distrito Federal,No,sometimes,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
6474695657652224,3/13/2021,Female,16-25,Rural,notenoughfood,secondary_highschool_completed,Student,Distrito Federal,No,yes,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
5461127130775552,4/4/2021,Male,16-25,Rural,food_nothingelse,secondary_highschool_completed,PartTime(Student),Distrito Federal,No,sometimes,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
4789346866823168,3/30/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6623759661531136,3/14/2021,Female,16-25,Rural,Prefer not to answer,secondary_highschool_completed,Student,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1
5887333160452096,3/13/2021,Female,26-35,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Housework,Distrito Federal,No,sometimes,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0
5368083173867520,3/15/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
5748346760462336,3/14/2021,Male,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,FullTime,Distrito Federal,3-4days,no,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
5578940231188480,3/26/2021,Male,36-45,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,FullTime,Distrito Federal,No,sometimes,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
4811497221128192,5/3/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,Student,Distrito Federal,No,yes,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
6355843376480256,3/14/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Portuguesa,No,no,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0
6629533720772608,3/13/2021,Female,16-25,Rural,Prefer not to answer,secondary_highschool_completed,Student,Barinas,1-2days,no,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1
6668286678007808,3/15/2021,Male,16-25,Rural,food_nothingelse,secondary_highschool_completed,PartTime(Student),Barinas,No,sometimes,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
4693488364158976,3/15/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Barinas,No,sometimes,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0
6349362941919232,3/15/2021,Female,16-25,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,diploma_degreecompleted,PartTime(Student),Barinas,No,yes,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
5044289481736192,3/23/2021,Female,16-25,Rural,notenoughfood,secondary_highschool_completed,Student,Barinas,No,sometimes,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
5242990707867648,3/21/2021,Male,16-25,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Trujillo,No,sometimes,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1
5901137940316160,3/14/2021,Male,26-35,Rural,food_nothingelse,secondary_highschool_completed,PartTime,Anzoátegui,1-2days,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4784739356770304,3/14/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_savings,Postgraduate,FullTime,Anzoátegui,Yes,sometimes,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
4917640224309248,3/21/2021,Male,16-25,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Anzoátegui,No,sometimes,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
6750317533462528,3/13/2021,Male,16-25,"City,Metropolitian",notenoughfood,secondary_highschool_completed,Student,Anzoátegui,3-4days,no,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0
5581298621218816,3/13/2021,Male,16-25,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,Student,Anzoátegui,No,sometimes,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
5455697419698176,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,FullTime,Trujillo,3-4days,sometimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5203634446139392,3/30/2021,Male,36-45,Rural,food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Anzoátegui,No,no,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
6211233706672128,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Anzoátegui,No,sometimes,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4605304565399552,4/3/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,PartTime(Student),Anzoátegui,No,no,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
6446065338548224,3/19/2021,Male,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Anzoátegui,No,sometimes,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
4760136643248128,5/14/2021,Female,26-35,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,PartTime,Anzoátegui,No,yes,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0
4832016477716480,3/19/2021,Male,26-35,Rural,notenoughfood,secondary_highschool_completed,FullTime,Anzoátegui,No,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4772013498695680,3/27/2021,Female,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,Retired,Anzoátegui,No,no,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
5643007503368192,3/13/2021,Female,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,Student,Anzoátegui,1-2days,sometimes,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6287267361718272,3/30/2021,Female,36-45,Rural,notenoughfood,Primary_school_completed,Housework,Anzoátegui,No,sometimes,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0
6494442306666496,3/13/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Anzoátegui,No,sometimes,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5902217050849280,3/31/2021,Male,26-35,Rural,notenoughfood,Univ_college_degree_completed,PartTime,Anzoátegui,No,sometimes,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
4571409555914752,3/14/2021,Male,26-35,Rural,Prefer not to answer,Univ_college_degree_completed,Unemployed,Anzoátegui,No,sometimes,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
4655357980049408,3/23/2021,Male,36-45,"City,Metropolitian",food_clothes_furniture_nosavings,diploma_degreecompleted,FullTime,Anzoátegui,No,yes,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
5080547469819904,3/19/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Anzoátegui,No,yes,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
5028317823762432,3/15/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,Unemployed,Anzoátegui,No,no,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
5526302722621440,3/11/2021,Female,>45,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Anzoátegui,No,sometimes,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
4836017927618560,3/15/2021,Male,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,PartTime,Anzoátegui,No,no,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
4976863729680384,3/24/2021,Male,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,FullTime,Anzoátegui,No,no,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
6366033219944448,3/27/2021,Male,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,Student,Anzoátegui,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
5318770624299008,4/3/2021,Female,16-25,Rural,food_nothingelse,Univ_college_degree_completed,Student,Anzoátegui,No,sometimes,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1
4510615485022208,3/22/2021,Male,16-25,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Anzoátegui,No,sometimes,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0
5628224628588544,3/24/2021,Male,26-35,Rural,notenoughfood,secondary_highschool_completed,PartTime,Anzoátegui,No,sometimes,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
6244345488605184,3/22/2021,Female,26-35,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Anzoátegui,No,yes,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
6069211687550976,3/23/2021,Male,16-25,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Guárico,No,no,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1
5451042547564544,4/2/2021,Male,36-45,Rural,notenoughfood,secondary_highschool_completed,Unemployed,Guárico,No,sometimes,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1
6273508702420992,3/30/2021,Male,16-25,Rural,notenoughfood,Univ_college_degree_completed,Unemployed,Guárico,No,sometimes,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
5141010987614208,3/17/2021,Female,26-35,Rural,food_nothingelse,Univ_college_degree_completed,Housework,Guárico,No,sometimes,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
5614173240426496,4/7/2021,Male,16-25,Rural,food_regexpenses_nothingelse,Primary_school_completed,Student,Guárico,1-2days,sometimes,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
5505348701257728,3/20/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,PartTime,Guárico,No,no,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
4597101429522432,3/24/2021,Male,16-25,Rural,notenoughfood,secondary_highschool_completed,PartTime,Guárico,No,yes,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5085481103785984,3/29/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,PartTime,Guárico,No,no,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
5572582387744768,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,PartTime,Guárico,No,sometimes,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
5311778283323392,3/25/2021,Male,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,Unemployed,Guárico,No,sometimes,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
5679314220875776,3/17/2021,Female,16-25,Rural,food_nothingelse,secondary_highschool_completed,Student,Guárico,No,yes,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
6679550229741568,4/2/2021,Male,16-25,"City,Metropolitian",food_clothes_furniture_nosavings,Univ_college_degree_completed,PartTime,Distrito Federal,No,yes,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1
4531028273397760,3/14/2021,Female,36-45,"Suburban,Peri-urban",Prefer not to answer,Univ_college_degree_completed,Unemployed,Apure,No,sometimes,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
5501011270828032,3/14/2021,Female,>45,"City,Metropolitian",food_nothingelse,diploma_degreecompleted,Unemployed,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1
5095909955469312,3/13/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,Unemployed,Distrito Federal,No,sometimes,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
4585423899983872,3/13/2021,Female,26-35,"City,Metropolitian",notenoughfood,diploma_degreecompleted,PartTime(Student),Distrito Federal,No,sometimes,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
5917702756761600,3/30/2021,Female,16-25,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,FullTime,Distrito Federal,No,no,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
6273096872099840,3/24/2021,Female,>45,Rural,food_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,yes,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
4927197046636544,3/30/2021,Male,>45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,Unemployed,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
6686535977271296,3/16/2021,Male,16-25,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Student,Distrito Federal,No,sometimes,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
4831397197119488,3/17/2021,Male,26-35,Rural,food_clothes_furniture_savings,secondary_highschool_completed,Unemployed,Apure,No,no,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6189345009827840,3/18/2021,Female,36-45,"Suburban,Peri-urban",notenoughfood,Postgraduate,PartTime,Apure,No,sometimes,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1
5585967133229056,3/13/2021,Male,26-35,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime,Distrito Federal,No,sometimes,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0
4639352717312000,4/1/2021,Female,36-45,Rural,food_nothingelse,secondary_highschool_completed,Housework,Apure,No,sometimes,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0
4617931635032064,3/15/2021,Female,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,secondary_highschool_completed,Unemployed,Distrito Federal,Yes,yes,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
5683555014541312,4/1/2021,Male,26-35,Rural,food_nothingelse,diploma_degreecompleted,Unemployed,Apure,No,no,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1
5467146661658624,3/14/2021,Female,26-35,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,No,sometimes,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
4709972901625856,3/13/2021,Female,36-45,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,FullTime,Distrito Federal,No,no,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
5340779731222528,3/14/2021,Female,26-35,"City,Metropolitian",notenoughfood,diploma_degreecompleted,PartTime,Distrito Federal,No,yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5366675632553984,3/14/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_clothes_nothingelse,Univ_college_degree_completed,PartTime,Distrito Federal,No,no,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
6146069791768576,4/1/2021,Female,16-25,Rural,food_nothingelse,secondary_highschool_completed,Unemployed,Distrito Federal,No,yes,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1
4767749825101824,3/14/2021,Male,>45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Distrito Federal,No,sometimes,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
6703075762110464,3/21/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,Univ_college_degree_completed,Unemployed,Carabobo,No,no,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
5404676630773760,3/14/2021,Male,16-25,Rural,notenoughfood,Univ_college_degree_completed,Student,Carabobo,1-2days,yes,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
4792366094614528,3/27/2021,Female,16-25,Rural,food_clothes_furniture_nosavings,secondary_highschool_completed,PartTime(Student),Bolívar,No,sometimes,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
6090577941889024,3/13/2021,Female,16-25,Rural,notenoughfood,Univ_college_degree_completed,Student,Sucre,No,sometimes,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
6528774664617984,3/17/2021,Male,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Miranda,No,yes,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
6135825690787840,3/28/2021,Female,26-35,"Suburban,Peri-urban",food_nothingelse,Univ_college_degree_completed,PartTime(Student),Miranda,No,sometimes,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1
4514876008693760,3/26/2021,Female,26-35,Rural,notenoughfood,Postgraduate,FullTime,Vargas,No,sometimes,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
4901906198822912,3/21/2021,Female,16-25,Rural,notenoughfood,Primary_school_completed,Student,Sucre,No,sometimes,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
6312106902421504,3/13/2021,Male,16-25,Rural,notenoughfood,Univ_college_degree_completed,Student,Bolívar,No,no,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
4982041379864576,3/19/2021,Male,>45,Rural,food_regexpenses_clothes_nothingelse,diploma_degreecompleted,Retired,Bolívar,No,sometimes,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0
5843778517860352,3/13/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,Unemployed,Bolívar,No,sometimes,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
6002326631612416,4/1/2021,Female,26-35,Rural,notenoughfood,diploma_degreecompleted,Housework,Bolívar,No,no,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1
6281297508171776,3/14/2021,Female,16-25,Rural,food_nothingelse,diploma_degreecompleted,Student,Bolívar,No,sometimes,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
6087522055880704,3/13/2021,Male,36-45,Rural,food_nothingelse,secondary_highschool_completed,FullTime,Miranda,No,sometimes,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
4695780266082304,3/13/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime(Student),Trujillo,No,no,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
5167538601459712,3/13/2021,Female,36-45,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Carabobo,3-4days,sometimes,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
4615890586042368,3/14/2021,Female,26-35,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Carabobo,No,no,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1
4753009497341952,3/13/2021,Male,26-35,Rural,food_nothingelse,Primary_school_completed,PartTime,Carabobo,No,sometimes,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
4968727048355840,3/13/2021,Female,26-35,Rural,food_regexpenses_nothingelse,Univ_college_degree_completed,Housework,Carabobo,No,sometimes,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1
4642877811720192,4/4/2021,Female,16-25,"Suburban,Peri-urban",notenoughfood,secondary_highschool_completed,Student,Carabobo,No,no,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
5982820702093312,3/19/2021,Male,16-25,"Suburban,Peri-urban",Prefer not to answer,secondary_highschool_completed,PartTime(Student),Carabobo,1-2days,no,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
6544264514502656,3/13/2021,Female,16-25,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,FullTime,Carabobo,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
6292648284651520,3/22/2021,Male,16-25,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,Student,Carabobo,No,sometimes,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
4928111086141440,3/29/2021,Female,26-35,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime,Carabobo,No,no,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
6563097744769024,3/13/2021,Male,26-35,Rural,notenoughfood,Postgraduate,PartTime,Carabobo,1-2days,sometimes,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
4971896180572160,3/15/2021,Female,26-35,"Suburban,Peri-urban",notenoughfood,diploma_degreecompleted,PartTime,Carabobo,Yes,sometimes,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
5572631058448384,3/25/2021,Male,>45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,PartTime,Carabobo,Yes,no,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
6332121466798080,4/28/2021,Male,36-45,"Suburban,Peri-urban",food_nothingelse,Postgraduate,PartTime,Carabobo,No,sometimes,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1
6681532474589184,3/19/2021,Male,16-25,"Suburban,Peri-urban",food_nothingelse,diploma_degreecompleted,PartTime,Carabobo,No,sometimes,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1
6695823185543168,3/13/2021,Male,>45,"City,Metropolitian",food_nothingelse,Postgraduate,PartTime,Carabobo,No,no,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
6611420757360640,3/13/2021,Female,16-25,"City,Metropolitian",food_nothingelse,secondary_highschool_completed,PartTime(Student),Carabobo,No,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6437927113719808,3/13/2021,Female,>45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Unemployed,Carabobo,No,sometimes,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
4814252643975168,4/2/2021,Male,26-35,"City,Metropolitian",notenoughfood,diploma_degreecompleted,FullTime,Carabobo,No,no,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
6626292366835712,3/23/2021,Female,16-25,Rural,food_nothingelse,secondary_highschool_completed,Unemployed,Distrito Federal,Yes,sometimes,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
5182712234377216,3/18/2021,Female,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,PartTime(Student),Distrito Federal,No,sometimes,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
4850385918623744,3/21/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,PartTime,Carabobo,No,sometimes,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
6641365420343296,4/3/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,Housework,Distrito Federal,No,yes,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
6007614742986752,3/28/2021,Female,16-25,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Carabobo,Yes,yes,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0
5260255251660800,3/26/2021,Female,26-35,"City,Metropolitian",food_clothes_furniture_nosavings,Univ_college_degree_completed,FullTime,Distrito Federal,No,no,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5989769741074432,3/17/2021,Male,36-45,"City,Metropolitian",food_regexpenses_clothes_nothingelse,diploma_degreecompleted,FullTime,Distrito Federal,No,sometimes,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0
5921711504752640,3/14/2021,Female,>45,"City,Metropolitian",food_nothingelse,Univ_college_degree_completed,Unemployed,Carabobo,No,sometimes,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
4694340680286208,4/4/2021,Male,>45,"City,Metropolitian",Prefer not to answer,Univ_college_degree_completed,FullTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
6634574473068544,3/23/2021,Female,16-25,Rural,food_nothingelse,secondary_highschool_completed,FullTime,Carabobo,Yes,sometimes,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
6569153782874112,3/13/2021,Male,>45,"City,Metropolitian",notenoughfood,Univ_college_degree_completed,FullTime,Distrito Federal,No,no,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
5846633379266560,4/10/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,diploma_degreecompleted,Housework,Distrito Federal,Yes,yes,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1
5256804530651136,3/13/2021,Female,26-35,"City,Metropolitian",food_regexpenses_nothingelse,Univ_college_degree_completed,FullTime,Distrito Federal,1-2days,sometimes,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1
5857183999983616,3/13/2021,Female,26-35,"Suburban,Peri-urban",food_regexpenses_nothingelse,Univ_college_degree_completed,Housework,Miranda,No,sometimes,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
4576888592007168,3/17/2021,Female,>45,Rural,food_nothingelse,Univ_college_degree_completed,PartTime,Distrito Federal,No,yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4661098405167104,3/13/2021,Female,>45,"City,Metropolitian",food_regexpenses_nothingelse,Postgraduate,FullTime,Distrito Federal,No,sometimes,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
6117302503473152,4/1/2021,Prefer_not_to_say,16-25,"City,Metropolitian",Prefer not to answer,secondary_highschool_completed,Student,Distrito Federal,Yes,yes,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
4549016267522048,3/14/2021,Female,36-45,"City,Metropolitian",food_regexpenses_nothingelse,secondary_highschool_completed,FullTime,Distrito Federal,No,sometimes,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
5589631210094592,4/4/2021,Female,26-35,Rural,notenoughfood,Univ_college_degree_completed,PartTime(Student),Distrito Federal,No,no,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
